,Divisons
2959,b_garwolin
2960,c_gostyninska
2961,b_gostynin
2962,b_rawa
2963,b_sochaczew
2964,b_lowicz
2965,c_lomzynska
2966,b_lomza
2967,b_wizna
2968,b_kolno
2969,c_zakroczymska
2970,b_zakroczym
2971,b_nur
2972,b_wyszkow
2973,b_rozan
2974,d_upper_silesia
2975,c_opole
2976,b_opole
2977,b_kreuzburg
2978,b_strehlitz
2979,c_brzeg
2980,b_brzeg
2981,b_olawa
2982,b_otmunchow
2983,c_nysa
2984,b_nysa
2985,b_glogowek
2986,b_frankenstein
2987,c_cieszyn
2988,b_cieszyn
2989,b_bielsko
2990,c_ratibor
2991,b_ratibor
2992,b_rybnik
2993,c_bethen
2994,b_bethen
2995,b_lubliniec
2996,d_lower_silesia
2997,c_breslau
2998,b_breslau
2999,b_bardo
3000,c_miliez
3001,b_miliez
3002,b_olesnica
3003,c_schweibus
3004,b_schweibus
3005,b_siedlischo
3006,b_bytom
3007,c_grunberg
3008,b_grunberg
3009,b_gubin
3010,b_crossen
3011,c_sprottau
3012,b_sprottau
3013,b_zagan
3014,b_nowogrodziec
3015,c_przemkow
3016,b_przemkow
3017,b_wlen
3018,b_swiny
3019,c_legnica
3020,b_legnica
3021,b_glogow
3022,b_sadowel
3023,d_kuyavia
3024,c_kujawy
3025,b_kruszwica
3026,b_wloclawek
3027,b_inowroclaw
3028,b_bydgoszcz
3029,c_dobrzynska
3030,b_dobrzyn
3031,b_michalowo
3032,c_leczycka
3033,b_leczyca
3034,b_lodz
3035,b_klodawa
3036,c_sieradzka
3037,b_sieradz
3038,b_piotrkow
3039,b_przedborz
3040,b_radomsko
3041,b_uniejow
3042,c_wielunska
3043,b_wielun
3044,b_grabow
3045,k_pomerania
3046,d_pommerania
3047,c_stettin
3048,b_szczecin
3049,b_ucramund
3050,b_gryfino
3051,c_kolobrzeg
3052,b_swinoujscie
3053,b_kolobrzeg
3054,b_stargad
3055,b_lobez
3056,c_soldin
3057,b_soldin
3058,b_kostschin
3059,c_cammin
3060,b_cammin
3061,b_dramberg
3062,b_belgard
3063,c_pila
3064,b_walcz
3065,b_pila
3066,b_szczecinek
3067,c_landsberg
3068,b_landsberg
3069,b_driesen
3070,b_arnswalde
3071,b_kreuz
3072,d_nordmark
3073,c_mecklenburg
3074,b_wismar
3075,b_ratzeburg
3076,b_schwerin
3077,b_parchim
3078,c_wolgast
3079,b_wolgast
3080,b_griefswald
3081,c_rugen
3082,b_rugen
3083,b_stralsund
3084,c_rostock
3085,b_rostock
3086,b_gustrow
3087,c_werle
3088,b_werle
3089,b_neubrandenburg
3090,b_neustrelitz
3091,d_pomerelia
3092,c_danzig
3093,b_gdansk
3094,b_sopot
3095,b_wladyslawowo
3096,b_trsow
3097,c_slupsk
3098,b_slupsk
3099,b_koszalin
3100,b_lebno
3101,b_bytow
3102,c_miastko
3103,b_hammerstein
3104,b_miastko
3105,c_berent
3106,b_schwetz
3107,b_berent
3108,b_tuchowna
3109,b_konitz
3110,d_ostmark
3111,c_brandenburg
3112,b_brandenburg
3113,b_potsdam
3114,b_lehnin
3115,b_tangermunde
3116,c_ruppin
3117,b_ruppin
3118,b_lindow
3119,b_nowen
3120,c_berlin
3121,b_berlin
3122,b_botzow
3123,b_rosenfelde
3124,c_havelberg
3125,b_havelberg
3126,b_klenow
3127,c_prenzlau
3128,b_prenzlau
3129,b_templin
3130,b_schwedt
3131,b_eberswalde
3132,k_lithuania
3133,d_lithuanians
3134,c_kernave
3135,b_kernave
3136,b_vilnius
3137,b_vilkmerge
3138,b_kreva
3139,c_trakai
3140,b_trakai
3141,b_kaunas
3142,b_merkine
3143,b_aliten
3144,b_valkininkai
3145,c_yatvyagi
3146,b_panemune
3147,b_vilkaviskis
3148,b_suvalkai
3149,b_sejny
3150,c_braslau
3151,b_braslau
3152,b_utena
3153,d_prussia
3154,c_malbork
3155,b_elblag
3156,b_marienburg
3157,b_graudenz
3158,b_wislana
3159,c_wormditt
3160,b_wormditt
3161,b_mohrungen
3162,b_braunsberg
3163,c_natangia
3164,b_laukitten
3165,b_paterswalde
3166,b_ostlandsberg
3167,c_konigsberg
3168,b_konigsberg
3169,b_labiau
3170,c_bartenstein
3171,b_lautenburg
3172,b_bartenstein
3173,b_insterburg
3174,b_rastenburg
3175,d_masuria
3176,c_torun
3177,b_kulm
3178,b_torun
3179,b_briesen
3180,c_osterode
3181,b_eylau
3182,b_brodnica
3183,b_osterode
3184,c_allenstein
3185,b_allenstein
3186,b_ortelsburg
3187,b_niedenburg
3188,c_angerburg
3189,b_lotzen
3190,b_lyck
3191,b_angerburg
3192,d_courland
3193,c_zemigalians
3194,b_riga
3195,b_mitau
3196,b_bauska
3197,b_dobele
3198,b_neuenburg
3199,c_vanemane
3200,b_piltene
3201,b_dundaga
3202,b_kandava
3203,c_grobin
3204,b_grobin
3205,b_bandava
3206,b_duvzare
3207,b_ceklis
3208,c_selpils
3209,b_selpils
3210,b_oknist
3211,d_latgalians
3212,c_talava
3213,b_valmiera
3214,b_venden
3215,b_rauna
3216,c_kokenois
3217,b_kokenois
3218,b_cesvaine
3219,b_lennewarden
3220,c_jersika
3221,b_jersika
3222,b_jekabpils
3223,b_daugavpils
3224,b_rezekne
3225,c_aluksne
3226,b_aluksne
3227,b_gulbene
3228,d_samogitia
3229,c_raseiniai
3230,b_raseiniai
3231,b_jurbarkas
3232,b_veliuona
3233,b_kedainiai
3234,c_scalovia
3235,b_ragnit
3236,b_tilsit
3237,c_memel
3238,b_memel
3239,b_taurage
3240,c_palanga
3241,b_palanga
3242,b_medeniken
3243,b_telsiai
3244,c_siauliai
3245,b_siauliai
3246,b_upyte
3247,b_birzai
3248,e_russia
3249,k_galicia-volhynia
3250,d_volhynia
3251,c_volodymyr
3252,b_volodymyr
3253,b_lutsk
3254,b_luboml
3255,b_kovel
3256,b_rozhyshche
3257,c_peresopnytsia
3258,b_peresopnytsia
3259,b_rivne
3260,b_klevan
3261,c_berestye
3262,b_berestye
3263,b_bielsk
3264,b_kamyanyets
3265,b_simiatychi
3266,c_dorohychyn
3267,b_dorohychyn
3268,b_kobryn
3269,b_blotkowo
3270,d_halych
3271,c_halych
3272,b_halych
3273,b_sambir
3274,b_kolomyia
3275,b_spas
3276,c_lviv
3277,b_lviv
3278,b_zvenyhorod
3279,b_busk
3280,b_buchach
3281,b_moklekov
3282,c_terebovl
3283,b_terebovl
3284,b_horodok
3285,b_chortkiv
3286,c_zaslavl
3287,b_zaslavl
3288,b_dubno
3289,b_ostroh
3290,d_cherven_cities
3291,c_cherven
3292,b_cherven_VOL
3293,b_volin
3294,b_kholm
3295,b_suteysk
3296,c_belz
3297,b_belz
3298,b_liubachev
3299,c_peremyshl
3300,b_peremyshl
3301,b_yaroslav_VOL
3302,b_sanok
3303,b_lizhensk
3304,k_ruthenia
3305,d_kiev
3306,c_kiev
3307,b_kiev
3308,b_vyshgorod
3309,b_bilhorod
3310,b_yuriev
3311,b_kaniv
3312,b_zdvyzhen
3313,c_zhytomyr
3314,b_zhytomyr
3315,b_mezhybozhe
3316,b_rastovets
3317,c_zvyahel
3318,b_zvyahel
3319,b_kolodiazhen
3320,b_chortolisy
3321,b_horodnytsia
3322,c_chornobyl
3323,b_chornobyl
3324,b_ivankiv
3325,b_radynka
3326,c_ushytsia
3327,b_ushytsia
3328,b_vinnytsia
3329,b_yampil
3330,c_korsun
3331,b_korsun
3332,b_malaia_skvirka
3333,b_haisyn
3334,d_turov
3335,c_turov
3336,b_turov
3337,b_sarny
3338,b_selo
3339,c_korosten
3340,b_korosten
3341,b_ovruch
3342,b_mazyr
3343,b_naroulia
3344,b_lelchytsy
3345,c_dubrovytsia
3346,b_dubrovytsia
3347,b_stepan
3348,b_liubeshiv
3349,d_pereyaslavl
3350,c_pereyaslavl
3351,b_pereyaslavl
3352,b_boryspil
3353,b_priluk
3354,b_zolotonosha
3355,c_hradyzk
3356,b_hradyzk
3357,b_akhtyr
3358,b_myrhorod
3359,b_poltava
3360,c_romen
3361,b_romen
3362,b_lokhrytsia
3363,b_nedryhailiv
3364,b_sumy
3365,c_voin
3366,b_voin
3367,b_lubny
3368,d_chernigov
3369,c_chernigov
3370,b_chernigov
3371,b_lyubech
3372,b_gomel
3373,b_unenezh
3374,b_surazichi
3375,c_starodub
3376,b_starodub
3377,b_trubetsk
3378,b_debryansk
3379,b_mglin
3380,c_novgorod_seversky
3381,b_novgorod_seversky
3382,b_borzna
3383,b_glukhov
3384,c_putyvl
3385,b_putyvl
3386,b_vyr
3387,b_konotop
3388,c_kursk
3389,b_kursk
3390,b_rylsk
3391,b_sudzha
3392,b_oboyan
3393,d_karachev
3394,c_karachev
3395,b_karachev
3396,b_krom
3397,b_oryol
3398,c_kozelsk
3399,b_kozelsk
3400,b_vorotynsk
3401,b_belev
3402,c_sevsk
3403,b_sevsk
3404,b_ust-livny
3405,b_lokot
3406,d_novosil
3407,c_novosil
3408,b_novosil
3409,b_mtensk
3410,c_odoyev
3411,b_odoyev
3412,b_suvorov
3413,k_novgorod
3414,d_novgorod
3415,c_novgorod
3416,b_novgorod
3417,b_ladoga
3418,b_lyuban
3419,b_soltsy
3420,b_luga
3421,b_pushkin
3422,c_rusa
3423,b_rusa
3424,b_dedovichi
3425,b_loknya
3426,b_porkhov
3427,c_pskov
3428,b_pskov
3429,b_izborsk
3430,b_ostrov
3431,b_gdov
3432,c_sebezh
3433,b_sebezh
3434,b_nevel
3435,b_novorzhev
3436,c_vodi
3437,b_nyen
3438,b_noteborg
3439,b_koporye
3440,b_yama
3441,d_vepsia
3442,c_beloozero
3443,b_beloozero
3444,b_cherepovets
3445,b_ves_yogonska
3446,c_tikhvin
3447,b_tikhvin
3448,b_kirishi
3449,b_borovichi
3450,b_svolensk
3451,b_pikalyovo
3452,c_vyangi
3453,b_vyangi
3454,b_podporozhye
3455,d_luki
3456,c_luki
3457,b_luki
3458,b_kholm_NOV
3459,b_seltsa_u_nishi
3460,c_valdai
3461,b_torzhok
3462,b_klichen
3463,b_valday
3464,b_vyshny_volochyok
3465,c_bezichi
3466,b_bezichi
3467,b_zhelezny_ustyug
3468,k_white_rus
3469,d_grodno
3470,c_grodno
3471,b_grodno
3472,b_lida
3473,c_volkovysk
3474,b_volkovysk
3475,b_sokolka
3476,b_bielastock
3477,c_novogrudok
3478,b_novogrudok
3479,b_slonim
3480,d_pinsk
3481,c_pinsk
3482,b_pinsk
3483,b_lahishyn
3484,b_luninets
3485,c_slutsk
3486,b_slutsk
3487,b_zhytkavichy
3488,b_mikashevichy
3489,c_kletsk
3490,b_kletsk
3491,b_baranovichi
3492,c_babruysk
3493,b_babruysk
3494,b_zhlobin
3495,b_kalinkavichy
3496,b_rechytsa
3497,d_minsk
3498,c_minsk
3499,b_minsk
3500,b_lahoysk
3501,b_zaslawye
3502,b_maladzyechna
3503,b_barysaw
3504,c_orsha
3505,b_orsha
3506,b_drutsk
3507,d_polotsk
3508,c_polotsk
3509,b_polotsk
3510,b_drysa
3511,b_myory
3512,c_lukoml
3513,b_lukoml
3514,b_vetrino
3515,b_hlybokaye
3516,c_vitebsk
3517,b_vitebsk
3518,b_haradok
3519,d_smolensk
3520,c_smolensk
3521,b_smolensk
3522,b_dorogobyzh
3523,b_mstislavl
3524,b_yelnya
3525,b_vyazma
3526,c_gnezdovo
3527,b_gnezdovo
3528,b_velizh
3529,b_dukhovshchina
3530,c_roslavl
3531,b_roslavl
3532,b_klimavichy
3533,b_cherykaw
3534,c_mozhaysk
3535,b_mozhaysk
3536,b_lotoshino
3537,b_zubstov
3538,c_toropets
3539,b_toropets
3540,b_andreapol
3541,b_ozerski
3542,k_opolye
3543,d_opolye
3544,c_yaroslavl
3545,b_yaroslavl
3546,b_rostov
3547,b_uglich
3548,b_mologa
3549,c_vladimir
3550,b_vladimir
3551,b_starodub-on-the-klyazma
3552,b_volochok
3553,b_sudogda
3554,b_yegoryevsk
3555,c_suzdal
3556,b_suzdal
3557,b_yuryev
3558,b_pereyaslavl_zalessky
3559,b_ivanovo
3560,b_gavrilovskoye
3561,c_tver
3562,b_tver
3563,b_volok_lamsky
3564,b_klin
3565,b_kashin
3566,c_moskva
3567,b_moskva
3568,b_kolomna
3569,b_dmitrov
3570,b_naro-fominsk
3571,b_serpukhov
3572,d_ryazan
3573,c_ryazan
3574,b_ryazan
3575,b_pereyaslavl_ryazanski
3576,b_rostislavl
3577,b_vaskina_polyana
3578,b_klepiki
3579,c_tula
3580,b_tula
3581,b_yelets
3582,b_pronsk
3583,c_murom
3584,b_murom
3585,b_gorodets-meshchyorsky
3586,b_vyksa
3587,b_pavlovo
3588,d_nizhny_novgorod
3589,c_nizhny_novgorod
3590,b_nizhny_novgorod
3591,b_gorodets
3592,b_kineshma
3593,b_makariev
3594,c_plyos
3595,b_plyos
3596,b_shuya
3597,b_sol_vilikaya
3598,c_manturovo
3599,b_manturovo
3600,b_kostroma
3601,b_galich_mersky
3602,b_chukhloma
3603,k_bjarmaland
3604,d_biarmia
3605,c_kholmogory
3606,b_kholmogory
3607,b_arkhangelsk
3608,b_brin_navolok
3609,b_pertominsk
3610,b_lopshenga
3611,c_onega_BJA
3612,b_onega
3613,b_pole
3614,b_korelskoye
3615,b_malashuyka
3616,c_povenets
3617,b_povenets
3618,b_malenga
3619,b_yangary
3620,b_kustranda
3621,c_pudozh
3622,b_pudozh
3623,b_vershinino
3624,b_yarnema
3625,d_chudia
3626,c_kargopol
3627,b_kargopol
3628,b_vitzgora
3629,b_ostrov_BJA
3630,c_kirillov
3631,b_kirillov
3632,b_dvinitza
3633,b_pelsina
3634,c_totma
3635,b_totma
3636,b_tasta
3637,b_tischna
3638,b_kadnikov
3639,d_vologda
3640,c_vologda
3641,b_vologda
3642,b_sheksna
3643,b_gryazovets
3644,b_danilov
3645,b_vyatskoye
3646,c_lyubim
3647,b_lyubim
3648,b_razlivnoye
3649,b_soligalich
3650,c_onsthia
3651,b_onsthia
3652,b_karitsa
3653,b_suday
3654,c_choklema
3655,b_choklema
3656,b_gorodek
3657,b_boborossa
3658,d_ustyug
3659,c_ustyug
3660,b_veliky_ustyug
3661,b_nyuksenitsa
3662,b_kotlas
3663,b_usyorga
3664,c_shenkursk
3665,b_shenkursk
3666,b_krasny_bor
3667,b_bereznik
3668,c_velsk
3669,b_velsk
3670,b_verkhovazhye
3671,b_ous_vaga
3672,b_yemetsk
3673,c_kevrola
3674,b_kevrola
3675,b_verkola
3676,b_osmova
3677,e_caspian-pontic_steppe
3678,k_pontic_steppe
3679,d_yedisan
3680,c_odessa
3681,b_odessa
3682,b_tiraspol
3683,b_okachiv
3684,b_olbia_ETEL
3685,c_ladyzyn
3686,b_ladyzyn
3687,b_birzula
3688,b_liubashivka
3689,c_uman
3690,b_yary
3691,b_buky
3692,b_uman
3693,c_cherkassy
3694,b_cherkassy
3695,b_sacacatce
3696,b_kashan
3697,b_pervomaisk
3698,c_kherson
3699,b_kherson
3700,b_kazanka
3701,b_voznessensk
3702,c_dnipro
3703,b_dnipro
3704,b_beryslav
3705,b_nikopol
3706,b_salmacatce
3707,d_levedia
3708,c_khortytsia
3709,b_khortytsia
3710,b_mariupol
3711,b_kutur-ogly
3712,b_donetsk
3713,c_oleshye
3714,b_oleshye
3715,b_kakovka
3716,b_kyzyl_jar
3717,c_bakhmut
3718,b_bakhmut
3719,b_lozova
3720,b_pokrovsk
3721,b_tor
3722,b_volcha
3723,c_samar
3724,b_samar
3725,b_karlivka
3726,b_kharka
3727,b_bohodukhiv
3728,d_don_valley
3729,c_tana
3730,b_tana
3731,b_taganrog
3732,b_kuzeytorg
3733,b_ivanovskoye
3734,c_golden_hills
3735,b_golden_hills
3736,b_siyahtepe
3737,b_ust-donvokhi
3738,b_kazarki
3739,c_kazanskaya
3740,b_kazanskaya
3741,b_boguchar
3742,b_millerovo
3743,b_podgornye
3744,c_sarysyn
3745,b_sarysyn
3746,b_frolovo
3747,b_kamyshin
3748,b_yelan
3749,d_crimea
3750,c_kerch
3751,b_kerch
3752,b_chersonesus
3753,b_theodosia
3754,c_kalos_limen
3755,b_kalos_limen
3756,b_kerkinitis
3757,b_aqmescit
3758,c_perekop
3759,b_perekop
3760,b_dzhankoi
3761,k_caucasus
3762,d_khazaria
3763,c_sarkel
3764,b_sarkel
3765,b_aksay
3766,b_semikarakary
3767,c_astrakhan
3768,b_astrakhan
3769,b_sara
3770,b_khazaran
3771,c_beksima
3772,b_beksima
3773,b_sarepta
3774,b_yenotayevka
3775,d_azov
3776,c_tmutarakan
3777,b_tmutarakan
3778,b_papagia
3779,b_kuban
3780,b_soleny
3781,c_khumar
3782,b_yaseni
3783,b_chelbaska
3784,b_tikhon
3785,c_azov
3786,b_azov
3787,b_manych
3788,b_chamchev
3789,b_yergolyk
3790,d_alania
3791,c_maghas
3792,b_maghas
3793,b_etzeri
3794,b_betzini
3795,c_cabardinia
3796,b_cabarda
3797,b_tatartopa
3798,b_petigoria
3799,b_besinada
3800,b_majar
3801,c_zichia
3802,b_bata
3803,b_zapaxi
3804,b_ulmi
3805,d_ciscaucasia
3806,c_derbent
3807,b_derbent
3808,b_kumukh
3809,b_balanjar
3810,b_kuba
3811,c_samander
3812,b_samander
3813,b_durdzukia
3814,b_sambalut
3815,c_samiran
3816,b_samiran
3817,b_kizlyar
3818,b_cabartei
3819,b_tserlona
3820,b_cisterki
3821,k_caspian_steppe
3822,d_itil
3823,c_itil
3824,b_itil
3825,b_saray
3826,b_nikolaievsk
3827,b_chyorny_yar
3828,c_saqsin
3829,b_saqsin
3830,b_saraychiq
3831,b_ryn
3832,c_uzen
3833,b_uzen
3834,b_verchina_uzen
3835,b_ukek
3836,b_engels
3837,b_chelykla
3838,d_pecheneg
3839,c_pecheneg
3840,b_pecheneg
3841,b_ilekskoi_gorodok
3842,b_kamelik
3843,c_jambalar
3844,b_jambalar
3845,b_yalachi
3846,b_maza
3847,b_maloi_irghiz
3848,c_yaitsk
3849,b_yaitsk
3850,b_kalmikovsky
3851,b_zhaltyr
3852,b_tasqala
3853,k_magyar
3854,e_volga-ural
3855,k_volga_bulgaria
3856,d_volga_bulgaria
3857,c_bolghar
3858,b_bolghar
3859,b_bilyar
3860,b_cukataw
3861,b_suvar
3862,c_ashli
3863,b_ashli
3864,b_simbirsk
3865,b_banja
3866,c_yar-calli
3867,b_yar_calli
3868,b_agidel
3869,b_tukhchi
3870,c_karabolam
3871,b_karabolam
3872,b_aqsubay
3873,b_elmet
3874,c_samar_VB
3875,b_samar_VB
3876,b_pokhnishne
3877,b_neftegorsk
3878,b_buzuluk
3879,d_kazan
3880,c_kazan
3881,b_kazan
3882,b_kashan_VB
3883,b_otarka
3884,b_mamadych
3885,b_arsk
3886,c_yoshkar-ola
3887,b_yoshkar-ola
3888,b_volzhsk
3889,b_arda
3890,b_mari-turek
3891,b_tsarevokokchaisk
3892,c_elabuga
3893,b_elabuga
3894,b_izhevsk
3895,b_voloz
3896,b_mozhga
3897,d_jalmat
3898,c_jalmat
3899,b_jalmat
3900,b_pascherty
3901,b_almetyvesk
3902,b_bugulma
3903,c_belebey
3904,b_belebey
3905,b_menzelinsk
3906,b_siun
3907,b_achaly
3908,c_bugurslan
3909,b_bugurslan
3910,b_bol_uran
3911,b_sakmarskoi_gorodok
3912,c_salavat
3913,b_salavat
3914,b_kumertau
3915,b_prechistenskaya
3916,b_teterpush
3917,b_sterlitamak
3918,d_martyuba
3919,c_martyuba
3920,b_urzen
3921,b_vetluga
3922,b_vokhma
3923,c_cykma
3924,b_cykma
3925,b_semenov
3926,b_luch
3927,k_mordvinia
3928,d_mordvinia
3929,c_cheboksary
3930,b_cheboksary
3931,b_urmary
3932,b_tzyvil
3933,b_alatyr
3934,c_kozlov
3935,b_kozlov
3936,b_oranienburg
3937,c_lachyk-uba
3938,b_lachyk-uba
3939,b_chatzk
3940,b_rakcha
3941,b_morchansk
3942,c_saran
3943,b_saran
3944,b_serdosk
3945,b_kirsanov
3946,b_vorona
3947,b_kachma
3948,d_voronezh
3949,c_voronezh
3950,b_voronezh
3951,b_usman
3952,b_lipetsk
3953,c_karatayak
3954,b_karatayak
3955,b_pavlovsk
3956,b_babrov
3957,c_oskol
3958,b_oskol
3959,b_khorysdan
3960,b_khursa
3961,b_chally-kala
3962,d_chuvashia
3963,c_saratov
3964,b_saratov
3965,b_hanbalik
3966,b_uza
3967,c_penza
3968,b_penza
3969,b_saransk
3970,b_insara
3971,b_chechkeiev
3972,c_atkarsk
3973,b_atkarsk
3974,b_peschanka
3975,b_tersa
3976,c_petrovsk
3977,b_petrovsk
3978,b_treliaka
3979,b_alchanka
3980,d_khopyor
3981,c_khopyor
3982,b_khopyor
3983,b_bychok
3984,b_kriucha
3985,b_manina
3986,c_tuluchezeva
3987,b_tuluchezeva
3988,b_lejlotka
3989,b_trotskhoper
3990,c_balachev
3991,b_balachev
3992,b_khoper
3993,b_viazovka
3994,c_tambov
3995,b_tambov
3996,b_matya
3997,b_plavitza
3998,b_szava
3999,c_durovka
4000,b_durovka
4001,b_kolychev
4002,b_repnoye
4003,k_permia
4004,d_perm
4005,c_perm
4006,b_perm
4007,b_kungur
4008,b_ovinskoi
4009,b_krasnooufimsk
4010,c_sebur
4011,b_sebur
4012,b_okhansk
4013,b_aluchi
4014,b_saraninskor
4015,c_lysva
4016,b_lysva
4017,b_kutamych
4018,b_serga
4019,b_sylva
4020,c_kumych
4021,b_kumych
4022,b_bisserskaya
4023,b_klenovskaya
4024,b_kirgichanskaya
4025,d_ural
4026,c_ural
4027,b_ural
4028,b_vilva
4029,b_solikamsk
4030,c_votkinsk
4031,b_votkinsk
4032,b_nytva
4033,b_obva
4034,b_krasnokamsk
4035,c_kerken
4036,b_kerken
4037,b_shimal
4038,b_akchim
4039,d_udmurtia
4040,c_kargadan
4041,b_kargadan
4042,b_kasib
4043,b_koca
4044,b_karsovay
4045,c_palniki
4046,b_palniki
4047,b_lolog
4048,b_kai
4049,c_glazov
4050,b_glazov
4051,b_igra
4052,b_uva
4053,c_kolyn
4054,b_kolyn
4055,b_nukrat
4056,b_suna
4057,b_arkul
4058,k_bashkiria
4059,d_bashkiria
4060,c_ufa
4061,b_ufa
4062,b_birsk
4063,b_yeldiatzkaya
4064,b_sim
4065,c_yanokul
4066,b_yanokul
4067,b_inzer
4068,b_bielaya
4069,b_prigoro_tabynsk
4070,c_sakmara
4071,b_sakmara
4072,b_kaginskoi
4073,b_verkouralsk
4074,b_yuldybayevo
4075,d_uraltau
4076,c_uraltau
4077,b_achichskaya
4078,b_arti
4079,b_yamantau
4080,b_duvan
4081,b_parizh
4082,c_karabash
4083,b_karabash
4084,b_revda
4085,b_zlatoust
4086,c_uiska
4087,b_uiska
4088,b_yumanova
4089,b_satka
4090,b_ust-katav
4091,d_vogulia
4092,c_yekaterinburg
4093,b_yekaterinburg
4094,b_alapaevsk
4095,b_irbit
4096,b_kamychlov
4097,c_chadrinsk
4098,b_chadrinsk
4099,b_iset
4100,b_baklanska
4101,c_chelabinsk
4102,b_chelabinsk
4103,b_troizk
4104,b_silach
4105,e_siberia
4106,k_yugra
4107,d_ostyaki
4108,c_tyumen
4109,b_tyumen
4110,b_terom
4111,b_turinsk
4112,b_shantoskoye
4113,c_laia
4114,b_laia
4115,b_tagil
4116,b_deriabinskoye
4117,c_tabary
4118,b_tabary
4119,b_tura_kala
4120,b_oblacas
4121,c_neramkary
4122,b_neramkary
4123,b_verkhoturye
4124,d_konda
4125,c_tselym_dalyn
4126,b_tselym_dalyn
4127,b_chukas_vosh
4128,b_topar_vosh
4129,c_kharam-vosh
4130,b_kharam-vosh
4131,b_kari_pospat_vosh
4132,b_arant
4133,c_kartauzh
4134,b_kartauzh
4135,b_kandiskaya
4136,d_pelym
4137,c_pelym
4138,b_pelym
4139,b_sosva
4140,b_totkarak
4141,c_koshuki
4142,b_koshuki
4143,b_alymka
4144,b_chalbych
4145,d_kazym
4146,c_kazym
4147,b_surgut
4148,b_khanty-mansiisk
4149,b_yugan
4150,c_sosva
4151,b_sukhorukova
4152,b_belogorye
4153,c_koda
4154,b_nizyani
4155,b_atlym
4156,b_karymkary
4157,k_sibir
4158,d_sibir
4159,c_sibir
4160,b_sibir
4161,b_asmaak
4162,b_vagaiskoy
4163,c_tobol
4164,b_tobol
4165,b_koshley_vosh
4166,b_uluskate
4167,b_liniek
4168,c_belogorje
4169,b_demiianka
4170,b_selinga
4171,c_bardak
4172,b_bardak
4173,b_berisiy
4174,b_yorgaet
4175,d_ishim
4176,c_ishim
4177,b_ishim
4178,b_ust-ishim
4179,b_omgul
4180,b_vikulova
4181,c_dolgujar
4182,b_dolgujar
4183,b_vagay
4184,b_yalu_torovsk
4185,b_kurtan
4186,d_tara
4187,c_tara
4188,b_tara
4189,b_zavialova
4190,b_kulema
4191,b_kartaszevo
4192,c_kazanskoye
4193,b_kazanskoye
4194,b_tenis
4195,b_tukalinsk
4196,c_petropavolsk
4197,b_petropavolsk
4198,b_sargatka
4199,b_ibeitei
4200,d_lanikaz
4201,c_omsk
4202,b_omsk
4203,b_sals_poveret
4204,b_tiabis
4205,b_tatarka
4206,c_kainsk
4207,b_kainsk
4208,b_chany
4209,b_abyszkan
4210,b_karasuk
4211,c_pavlodar
4212,b_pavlodar
4213,b_tatarki
4214,b_yamishevo
4215,b_koriakovsky
4216,k_ob
4217,d_salair
4218,c_ob
4219,b_ob
4220,b_obchikanak
4221,b_berd
4222,b_inia
4223,c_biia
4224,b_biia
4225,b_chumych
4226,b_yeshil_chumych
4227,c_torema
4228,b_torema
4229,b_iaya
4230,b_kalym
4231,c_sorok
4232,b_sorok
4233,b_our
4234,b_kara_chumych
4235,c_kondoma
4236,b_kondoma
4237,b_sary_chumych
4238,b_ojin
4239,c_kyin
4240,b_kyin
4241,b_mus_tagh
4242,b_bilbe
4243,c_aley
4244,b_aley
4245,b_poperech
4246,b_charych
4247,b_anyu
4248,c_korgon
4249,b_korgon
4250,b_korginia
4251,b_anuy
4252,c_terektai
4253,b_terektai
4254,b_ongutai
4255,b_katun
4256,c_tavan_bogd
4257,b_khuiten
4258,b_khoton
4259,b_dayan
4260,d_ala_tau
4261,c_tomsk
4262,b_tomsk
4263,b_ket
4264,b_salim
4265,b_yaia
4266,c_kiia
4267,b_kiia
4268,b_krolu
4269,b_kitat
4270,c_taskyl
4271,b_taskyl
4272,b_perasku
4273,b_yogoran
4274,c_kojuk
4275,b_kojuk
4276,b_biriku
4277,c_chulym
4278,b_chulym_bis
4279,b_chet
4280,b_shurysh
4281,c_narim
4282,b_narim
4283,b_tym
4284,b_keljiga
4285,b_yutur
4286,c_sochur
4287,b_sochur
4288,b_jorugul
4289,c_yenisei
4290,b_yenisei
4291,b_yahtin
4292,b_belska
4293,d_vasyugan_mire
4294,c_vasyugan
4295,b_vasyugan
4296,b_parabel
4297,b_yonoir
4298,b_yugar
4299,c_umiai
4300,b_umiai
4301,b_sayak
4302,b_chergana
4303,c_tartas_SIB
4304,b_tartas_SIB
4305,b_om
4306,b_gulyus
4307,c_chich
4308,b_chich
4309,b_olyn
4310,b_kargalin
4311,d_baraba_steppe
4312,c_kolyvan
4313,b_kolyvan
4314,b_chik
4315,b_kayask
4316,b_karas_SIB
4317,c_sartlan
4318,b_sartlan
4319,b_bagan
4320,b_chulym
4321,c_ubins
4322,b_ubins
4323,b_kargat
4324,b_baksa
4325,c_igaran
4326,b_igaran
4327,b_iau
4328,b_chegarka
4329,c_konda_ob
4330,b_konda_ob
4331,b_toya
4332,d_kulyndy_steppe
4333,c_kulunda
4334,b_kulunda
4335,b_kuria
4336,b_gorko
4337,b_dolgo
4338,c_barnaul
4339,b_barnaul
4340,b_kasmala
4341,b_barnaii
4342,b_gorkoalei
4343,c_kachu
4344,b_kachu
4345,b_dolons
